59.48,932.17,374.59,1190.1,403.38,1219,642.07,1259.5,1860,1439.7,85.317,1164.9,58.8,1115,93.084,1972.5,0.0074035,0.0029243,6.37E-07,0.0002592,1.01E-07,5.16E-05,2.78E-08,4.59E-06,1.98E-08,4.58E-06,7.68E-09,5.16E-05,1.45E-08,0.0002591,5.68E-08,0.0029236,1
46.794,927.83,299.66,1176.5,328.56,1185.4,426.27,1336.5,1894.9,1348.6,93.016,1201.6,50.012,1058.2,58.266,1882.9,0.00028898,0.00011417,1.17E-07,1.01E-05,1.55E-08,2.02E-06,5.38E-09,1.81E-07,2.78E-09,1.80E-07,1.93E-09,2.02E-06,2.94E-09,1.01E-05,9.34E-09,0.00011411,1
35.257,838.83,289.38,1137.8,327.08,1255.7,625.32,1269.7,1730.2,1280.6,60.515,1236,26.703,1030.4,120.13,1872.6,0.0086841,0.0034293,1.11E-06,0.00030384,2.24E-07,6.06E-05,8.88E-08,5.38E-06,5.35E-08,5.37E-06,3.66E-08,6.06E-05,4.20E-08,0.00030391,1.00E-07,0.0034294,1
33.621,855.77,267.33,1150.2,434.55,1239.8,653.97,1273,1734.6,1310.5,76.334,1209,29.713,1039.3,114.19,1861.7,0.011018,0.004352,5.04E-06,0.00038629,1.44E-06,7.73E-05,6.64E-07,7.16E-06,4.12E-07,7.03E-06,2.97E-07,7.69E-05,2.84E-07,0.00038557,4.51E-07,0.0043506,1
37.909,852.25,278.36,1176.9,465.03,1267.8,651.85,1289.7,1737.6,1297.1,75.687,1253.3,50.664,1047,122.3,1912.1,0.010369,0.0041155,2.85E-05,0.00037088,8.40E-06,7.60E-05,3.89E-06,8.59E-06,2.41E-06,7.84E-06,1.74E-06,7.33E-05,1.66E-06,0.00036355,2.54E-06,0.0040927,1
39.2,821.17,277.17,1122,441.23,1229.9,560.48,1287.1,1739.2,1305.8,76.781,1202.5,45.511,1015.1,111.63,1827.7,0.0067272,0.0026625,9.22E-06,0.00023788,2.63E-06,4.80E-05,1.22E-06,4.79E-06,7.54E-07,4.57E-06,5.44E-07,4.72E-05,5.20E-07,0.00023562,8.22E-07,0.0026559,1
26.63,855.57,235.93,1211.1,471.54,1345.1,657.94,1309.8,1710.8,1222.9,63.837,1336.7,35.076,1097.2,137.26,1969,0.017182,0.0067842,9.54E-06,0.0006019,2.64E-06,0.00012035,1.20E-06,1.11E-05,7.40E-07,1.09E-05,5.34E-07,0.00011988,5.19E-07,0.00060131,8.47E-07,0.0067859,1
24.993,818.97,171.28,1216.7,471.32,1321.2,602.15,1291,1667.2,1253.3,50.618,1297.7,31.265,1043.5,141.46,1904.2,0.046911,0.018535,2.09E-05,0.0016454,5.35E-06,0.00032871,2.40E-06,3.01E-05,1.47E-06,2.97E-05,1.06E-06,0.00032768,1.05E-06,0.001642,1.82E-06,0.018524,1
30.141,791.38,182.01,1128.1,324.39,1178.2,504.81,1312.6,1751.5,1289.1,67.263,1201.9,39.707,994.27,91.705,1753.8,0.028952,0.011436,2.39E-05,0.0010164,7.08E-06,0.00020412,3.29E-06,1.95E-05,2.05E-06,1.90E-05,1.48E-06,0.00020229,1.40E-06,0.0010131,2.14E-06,0.011433,1
36.079,815.51,337.33,1077.7,371.69,1222.5,643.16,1254.2,1698.1,1346.1,60.628,1179,41.644,1059.9,97.128,1833.8,0.021359,0.0084421,1.30E-05,0.00075121,3.69E-06,0.00015052,1.70E-06,1.41E-05,1.06E-06,1.38E-05,7.61E-07,0.00014943,7.29E-07,0.00074792,1.17E-06,0.0084346,1
